0,1
train_256/cleaning_shoes/04rFc-M09RM_000079_000089.mp4,cleaning_shoes
train_256/cleaning_shoes/2EKnBo790TE_000114_000124.mp4,cleaning_shoes
train_256/cleaning_shoes/1d4G2Na0vqs_000015_000025.mp4,cleaning_shoes
train_256/cleaning_shoes/2kw_RP14pEo_000030_000040.mp4,cleaning_shoes
train_256/cleaning_shoes/0A-rAXxPwdY_000339_000349.mp4,cleaning_shoes
train_256/cleaning_shoes/0h7xONFcN_M_000141_000151.mp4,cleaning_shoes
train_256/cleaning_shoes/0UAl2ujGgSQ_000136_000146.mp4,cleaning_shoes
train_256/cleaning_shoes/1ACybgFZ_NQ_000008_000018.mp4,cleaning_shoes
train_256/cleaning_shoes/1sqJCZqLAEE_000101_000111.mp4,cleaning_shoes
train_256/cleaning_shoes/1xpR91vNd3w_000029_000039.mp4,cleaning_shoes
train_256/cleaning_shoes/1YvX6iXM-h4_000077_000087.mp4,cleaning_shoes
train_256/cleaning_shoes/2eXGQBRh3Fk_000080_000090.mp4,cleaning_shoes
train_256/cleaning_shoes/2IqNnhD7zFs_000149_000159.mp4,cleaning_shoes
train_256/cleaning_shoes/2kWGCGMTdMY_000017_000027.mp4,cleaning_shoes
train_256/abseiling/0347ZoDXyP0_000095_000105.mp4,abseiling
train_256/abseiling/035LtPeUFTE_000085_000095.mp4,abseiling
train_256/abseiling/03NbvjuSoxk_000604_000614.mp4,abseiling
train_256/abseiling/0fBrAthmrNs_000358_000368.mp4,abseiling
train_256/abseiling/0FsbjTIrBqw_000286_000296.mp4,abseiling
train_256/abseiling/0KdQmAFyNXo_000012_000022.mp4,abseiling
train_256/abseiling/0lPhr3f8_do_000011_000021.mp4,abseiling
train_256/abseiling/0N3Jb5UHg8Y_000068_000078.mp4,abseiling
train_256/abseiling/0pP5PNGEDi0_000159_000169.mp4,abseiling
train_256/abseiling/0RuOAabG2-M_000061_000071.mp4,abseiling
train_256/abseiling/0S2Es_AMbGI_000015_000025.mp4,abseiling
train_256/abseiling/0s2mvbfzzyc_000014_000024.mp4,abseiling
train_256/abseiling/0s9eFZZVXUU_000030_000040.mp4,abseiling
train_256/abseiling/0UD6OoOFwqc_000078_000088.mp4,abseiling
train_256/abseiling/0ULNkPOufBU_000060_000070.mp4,abseiling
train_256/abseiling/0vhbg2mkBg4_000000_000010.mp4,abseiling
train_256/abseiling/13yHmtOlaUE_000751_000761.mp4,abseiling
train_256/abseiling/15z2zWbH65Y_000092_000102.mp4,abseiling
train_256/abseiling/1GE07Avyy20_000009_000019.mp4,abseiling
train_256/abseiling/1JT7K8Cpb_M_000005_000015.mp4,abseiling
train_256/abseiling/1-Sv4f4woCI_000044_000054.mp4,abseiling
train_256/air_drumming/03V2idM7_KY_000003_000013.mp4,air_drumming
train_256/air_drumming/0aidJ-1R7Ds_000003_000013.mp4,air_drumming
train_256/air_drumming/0c1bhfxioqE_000078_000088.mp4,air_drumming
train_256/air_drumming/0-DC05gGzaI_000002_000012.mp4,air_drumming
train_256/air_drumming/0ETN_KBzW_c_000056_000066.mp4,air_drumming
train_256/air_drumming/0H51IBy3ifA_000169_000179.mp4,air_drumming
train_256/air_drumming/0hCz2sv1fnM_000005_000015.mp4,air_drumming
train_256/air_drumming/0l92TkaFxbo_000014_000024.mp4,air_drumming
train_256/air_drumming/0l9p2qfoI6I_000049_000059.mp4,air_drumming
train_256/air_drumming/0lXH6VToEtQ_000086_000096.mp4,air_drumming
train_256/air_drumming/0MqJuP01I80_000008_000018.mp4,air_drumming
train_256/air_drumming/0PrB6nQjdNE_000109_000119.mp4,air_drumming
train_256/air_drumming/0S_RNaArlCc_000002_000012.mp4,air_drumming
train_256/air_drumming/0ShUcpOk0F0_000040_000050.mp4,air_drumming
train_256/air_drumming/0t4U_zrvbYw_000013_000023.mp4,air_drumming
train_256/air_drumming/0T7JI0q5HvE_000027_000037.mp4,air_drumming
train_256/air_drumming/0XdPnshbyMQ_000061_000071.mp4,air_drumming
train_256/air_drumming/0y7ghpYAemM_000011_000021.mp4,air_drumming
train_256/air_drumming/10dZYe23HQs_000013_000023.mp4,air_drumming
train_256/air_drumming/16ys1Vt8xsU_000157_000167.mp4,air_drumming
train_256/answering_questions/0heRujNYUAw_000012_000022.mp4,answering_questions
train_256/answering_questions/0hiu7IaIWds_000030_000040.mp4,answering_questions
train_256/answering_questions/1a-1JWfZODM_000585_000595.mp4,answering_questions
train_256/answering_questions/1lzpjFf3KN4_000482_000492.mp4,answering_questions
train_256/answering_questions/2FDPZm3_ID8_000003_000013.mp4,answering_questions
train_256/answering_questions/2K0bqbK1PWU_000324_000334.mp4,answering_questions
train_256/answering_questions/2TcJ9pjrNCo_000931_000941.mp4,answering_questions
train_256/answering_questions/2wG3dRYonNA_000075_000085.mp4,answering_questions
train_256/answering_questions/3_UbJ2bCq0A_001040_001050.mp4,answering_questions
train_256/answering_questions/52_chUI9Yew_000013_000023.mp4,answering_questions
train_256/answering_questions/52kQfr25NXw_000001_000011.mp4,answering_questions
train_256/answering_questions/52oamnB8PFc_000004_000014.mp4,answering_questions
train_256/answering_questions/5J1VA-S1vL4_002002_002012.mp4,answering_questions
train_256/answering_questions/5JxdV8u3H9U_000003_000013.mp4,answering_questions
train_256/answering_questions/5PV4fkZisA_000139_000149.mp4,answering_questions
train_256/answering_questions/5RXoJuyt5sM_000103_000113.mp4,answering_questions
train_256/answering_questions/5VCfqc1Q0Q_000040_000050.mp4,answering_questions
train_256/answering_questions/5VhaxuZTVfQ_000930_000940.mp4,answering_questions
train_256/answering_questions/5W9Fxl_dFE_000186_000196.mp4,answering_questions
train_256/answering_questions/6Am-TQ0OeFU_000138_000148.mp4,answering_questions
train_256/answering_questions/6AsOhq1EXWI_000846_000856.mp4,answering_questions
train_256/applauding/0CC4dMLmupQ_000001_000011.mp4,applauding
train_256/applauding/0nd-Gc3HkmU_000019_000029.mp4,applauding
train_256/applauding/0Tq8uFakTbk_000000_000010.mp4,applauding
train_256/applauding/0XrsfW9ejfk_000000_000010.mp4,applauding
train_256/applauding/0YQrMye3BBY_000000_000010.mp4,applauding
train_256/applauding/1KJI7JyECJY_000026_000036.mp4,applauding
train_256/applauding/1UqN3hbK7x4_000003_000013.mp4,applauding
train_256/applauding/1WMulo84kBY_000020_000030.mp4,applauding
train_256/applauding/22lrrZEBECo_000041_000051.mp4,applauding
train_256/applauding/284joz_tEk0_000007_000017.mp4,applauding
train_256/applauding/2emrOciST7I_000014_000024.mp4,applauding
train_256/applauding/2WRlG2QgwqY_000006_000016.mp4,applauding
train_256/applauding/35N3UinIO0I_000017_000027.mp4,applauding
train_256/applauding/39VuPx7kf2s_000014_000024.mp4,applauding
train_256/applauding/3eRBnnDS16Y_000004_000014.mp4,applauding
train_256/applauding/3Flrv_1Ovq0_000003_000013.mp4,applauding
train_256/applauding/3HKWdOYXJoc_000021_000031.mp4,applauding
train_256/applauding/3jU0KZ40paY_000036_000046.mp4,applauding
train_256/applauding/3s7LCMg-Sio_000004_000014.mp4,applauding
train_256/applauding/3We7SRnsOc8_000232_000242.mp4,applauding
train_256/applauding/48mWTjhS_Bo_000004_000014.mp4,applauding
train_256/applying_cream/0AqWASz_kWs_000098_000108.mp4,applying_cream
train_256/applying_cream/0D38Kt0QKxU_000077_000087.mp4,applying_cream
train_256/applying_cream/0PgfOKP1Ow0_000111_000121.mp4,applying_cream
train_256/applying_cream/0wzdr5YlJ1U_000104_000114.mp4,applying_cream
train_256/applying_cream/13G_IvpaNw4_000000_000010.mp4,applying_cream
train_256/applying_cream/13JOvlPkLNA_000019_000029.mp4,applying_cream
train_256/applying_cream/1DPHExN1xQU_000252_000262.mp4,applying_cream
train_256/applying_cream/1XWHoo-Zk0_000062_000072.mp4,applying_cream
train_256/applying_cream/23t0tlA0IqM_000203_000213.mp4,applying_cream
train_256/applying_cream/28CFs15XQ8I_000022_000032.mp4,applying_cream
train_256/applying_cream/2BG6Plw5E5U_000015_000025.mp4,applying_cream
train_256/applying_cream/2qSRaHtfVfA_000023_000033.mp4,applying_cream
train_256/applying_cream/2W72hwse6kM_000059_000069.mp4,applying_cream
train_256/applying_cream/39BrBe3CE2M_000000_000010.mp4,applying_cream
train_256/applying_cream/3B-7Y_9SIds_000017_000027.mp4,applying_cream
train_256/applying_cream/3p0DeP6eZjg_000021_000031.mp4,applying_cream
train_256/applying_cream/3UR5u_w2q2c_000159_000169.mp4,applying_cream
train_256/applying_cream/3vBY_Uy4moQ_000217_000227.mp4,applying_cream
train_256/applying_cream/3WXeRhY8mWY_000120_000130.mp4,applying_cream
train_256/applying_cream/3yUhfGuvVnM_000054_000064.mp4,applying_cream
train_256/applying_cream/4F3HRr-7pc_000075_000085.mp4,applying_cream
train_256/archery/0_tYPHX5_oc_000061_000071.mp4,archery
train_256/archery/01kR4-7DbN8_000110_000120.mp4,archery
train_256/archery/01xStFVYC7U_000011_000021.mp4,archery
train_256/archery/02CmwhByP5s_000029_000039.mp4,archery
train_256/archery/03K5DawMTgg_000000_000010.mp4,archery
train_256/archery/04aEKvl3yCM_000027_000037.mp4,archery
train_256/archery/08b9nh7a3i8_000013_000023.mp4,archery
train_256/archery/09QQcLIpiAM_000483_000493.mp4,archery
train_256/archery/0cBPd-9EKeI_000303_000313.mp4,archery
train_256/archery/0gp_HGyeBNY_000003_000013.mp4,archery
train_256/archery/0HIBOvF_t6Q_000084_000094.mp4,archery
train_256/archery/0iiZhWzZ9O8_000693_000703.mp4,archery
train_256/archery/0jKJ_ZDiOCM_000005_000015.mp4,archery
train_256/archery/0kPg9lA4i1c_000099_000109.mp4,archery
train_256/archery/0m844gjEp7E_000013_000023.mp4,archery
train_256/archery/0oMNrDyWUEo_000002_000012.mp4,archery
train_256/archery/0otRfmuqZ-w_000009_000019.mp4,archery
train_256/archery/0swIxczYQUE_000098_000108.mp4,archery
train_256/archery/0w7jdXmsHsI_000089_000099.mp4,archery
train_256/archery/10Y56qTbEVM_000043_000053.mp4,archery
train_256/archery/11L30m7lEZA_000002_000012.mp4,archery
train_256/arm_wrestling/03SGPShRRzs_000003_000013.mp4,arm_wrestling
train_256/arm_wrestling/06hh8JUXUTU_000000_000010.mp4,arm_wrestling
train_256/arm_wrestling/0DwdpkupKhc_000042_000052.mp4,arm_wrestling
train_256/arm_wrestling/0pZ1s5PYZR0_000001_000011.mp4,arm_wrestling
train_256/arm_wrestling/1ArJw2-RhSU_000001_000011.mp4,arm_wrestling
train_256/arm_wrestling/1etMIbKfiUE_000151_000161.mp4,arm_wrestling
train_256/arm_wrestling/1EUh1XkMyk4_000259_000269.mp4,arm_wrestling
train_256/arm_wrestling/1EWRI9MJT8w_000000_000010.mp4,arm_wrestling
train_256/arm_wrestling/1HXMlZ6iHbc_000021_000031.mp4,arm_wrestling
train_256/arm_wrestling/1LaqzHcWJTU_000031_000041.mp4,arm_wrestling
train_256/arm_wrestling/1LbPqGs5Ngs_000003_000013.mp4,arm_wrestling
train_256/arm_wrestling/1Lgot3J1wFI_000092_000102.mp4,arm_wrestling
train_256/arm_wrestling/1LVPrDeE8R8_000002_000012.mp4,arm_wrestling
train_256/arm_wrestling/1LW9jQuYecY_000039_000049.mp4,arm_wrestling
train_256/arm_wrestling/1LYbyjgFvOY_000000_000010.mp4,arm_wrestling
train_256/arm_wrestling/1mGAus-9M0s_000011_000021.mp4,arm_wrestling
train_256/arm_wrestling/1ooooufCJDI_000133_000143.mp4,arm_wrestling
train_256/arm_wrestling/1otzAacL5S8_000228_000238.mp4,arm_wrestling
train_256/arm_wrestling/1ouCLbguHlQ_000108_000118.mp4,arm_wrestling
train_256/arm_wrestling/1pJ3bXO036c_000024_000034.mp4,arm_wrestling
train_256/arm_wrestling/1VxqcNu3t5U_000245_000255.mp4,arm_wrestling
train_256/arranging_flowers/2Enq4WGffss_000018_000028.mp4,arranging_flowers
train_256/arranging_flowers/2imFjoF01u4_000032_000042.mp4,arranging_flowers
train_256/arranging_flowers/0yYGaf_Usgk_000336_000346.mp4,arranging_flowers
train_256/arranging_flowers/2VSB69NY_wM_000665_000675.mp4,arranging_flowers
train_256/arranging_flowers/0oPDRp3Lgok_000148_000158.mp4,arranging_flowers
train_256/arranging_flowers/26hhz_kwhMs_000078_000088.mp4,arranging_flowers
train_256/arranging_flowers/20TfLRKQSHQ_000010_000020.mp4,arranging_flowers
train_256/arranging_flowers/1RdZfDTzQBs_000012_000022.mp4,arranging_flowers
train_256/arranging_flowers/2BS-8y1e4kw_000955_000965.mp4,arranging_flowers
train_256/arranging_flowers/2Xtwh6IAJmY_000089_000099.mp4,arranging_flowers
train_256/arranging_flowers/03c_g8lhMT0_000071_000081.mp4,arranging_flowers
train_256/arranging_flowers/0a8l_Pou_C8_000202_000212.mp4,arranging_flowers
train_256/arranging_flowers/0M9awkIVleg_000002_000012.mp4,arranging_flowers
train_256/arranging_flowers/0WsoNnq-GQ8_000004_000014.mp4,arranging_flowers
train_256/arranging_flowers/1gIa10wqLAc_000377_000387.mp4,arranging_flowers
train_256/arranging_flowers/1nna0peWHAM_000054_000064.mp4,arranging_flowers
train_256/arranging_flowers/1X9B_wELs3A_000103_000113.mp4,arranging_flowers
train_256/arranging_flowers/28lig3RiR_Y_000165_000175.mp4,arranging_flowers
train_256/arranging_flowers/2MZ_JIh8TSo_000003_000013.mp4,arranging_flowers
train_256/arranging_flowers/2SWzNGyvTNg_000249_000259.mp4,arranging_flowers
train_256/arranging_flowers/2ZJKzLOizR0_000906_000916.mp4,arranging_flowers
train_256/assembling_computer/06SM4ZN_maw_001390_001400.mp4,assembling_computer
train_256/assembling_computer/0bUghCx9iso_000447_000457.mp4,assembling_computer
train_256/assembling_computer/0cNBFhUAMgs_000212_000222.mp4,assembling_computer
train_256/assembling_computer/0Tyx94yZV4I_000211_000221.mp4,assembling_computer
train_256/assembling_computer/0VymE3o7ea4_000310_000320.mp4,assembling_computer
train_256/assembling_computer/0X6qcGl2zwg_000028_000038.mp4,assembling_computer
train_256/assembling_computer/1bYYox_j0wg_000870_000880.mp4,assembling_computer
train_256/assembling_computer/1C6yzC5LSNo_000212_000222.mp4,assembling_computer
train_256/assembling_computer/1eA07_MhnZU_000357_000367.mp4,assembling_computer
train_256/assembling_computer/1hIFGWJ5iv8_000279_000289.mp4,assembling_computer
train_256/assembling_computer/1i9FTdOxao_000088_000098.mp4,assembling_computer
train_256/assembling_computer/1lzZeaRjD94_000412_000422.mp4,assembling_computer
train_256/assembling_computer/1MK3qTX_wFw_000070_000080.mp4,assembling_computer
train_256/assembling_computer/21olcqGziYI_000190_000200.mp4,assembling_computer
train_256/assembling_computer/2CAviP6PHLk_000580_000590.mp4,assembling_computer
train_256/assembling_computer/2GoRVVdw2cc_000724_000734.mp4,assembling_computer
train_256/assembling_computer/2h_NYl4DRF4_001044_001054.mp4,assembling_computer
train_256/assembling_computer/2hl4t4RznLs_000055_000065.mp4,assembling_computer
train_256/assembling_computer/2K5NBxywV8c_000235_000245.mp4,assembling_computer
train_256/assembling_computer/2QJp83GI2_g_000185_000195.mp4,assembling_computer
train_256/assembling_computer/-w8WPKfiHB4_000657_000667.mp4,assembling_computer
train_256/auctioning/0bJjw6sFnbc_000210_000220.mp4,auctioning
train_256/auctioning/0QNaUcfF-Ak_000028_000038.mp4,auctioning
train_256/auctioning/0RnnCnghS84_000828_000838.mp4,auctioning
train_256/auctioning/1-5a-fncziw_000015_000025.mp4,auctioning
train_256/auctioning/18ocmYhpNdY_000024_000034.mp4,auctioning
train_256/auctioning/1Bt4ADs-kG4_000211_000221.mp4,auctioning
train_256/auctioning/1CeODw5s6Ho_000018_000028.mp4,auctioning
train_256/auctioning/1imVrO0b9GM_000634_000644.mp4,auctioning
train_256/auctioning/1PqU0EXHHbo_000449_000459.mp4,auctioning
train_256/auctioning/1SIcxed2Os4_000233_000243.mp4,auctioning
train_256/auctioning/1yNF2AahQEg_000064_000074.mp4,auctioning
train_256/auctioning/2563vPN2zFM_000050_000060.mp4,auctioning
train_256/auctioning/2BIFWXEcbtc_000081_000091.mp4,auctioning
train_256/auctioning/2-fssuo7JVI_000326_000336.mp4,auctioning
train_256/auctioning/2jqFdD_ag_000255_000265.mp4,auctioning
train_256/auctioning/2kxYniFmH0c_000524_000534.mp4,auctioning
train_256/auctioning/2Wkf7GiT37c_000280_000290.mp4,auctioning
train_256/auctioning/30Uur42btTI_000049_000059.mp4,auctioning
train_256/auctioning/3iFh4yqDtvA_000163_000173.mp4,auctioning
train_256/auctioning/3J4Nb8qQWd0_000050_000060.mp4,auctioning
train_256/auctioning/3U82HTyQZZI_000250_000260.mp4,auctioning
train_256/baby_waking_up/01Vehnp55l0_000285_000295.mp4,baby_waking_up
train_256/baby_waking_up/02RHtoAi5WM_000006_000016.mp4,baby_waking_up
train_256/baby_waking_up/0DrhyvFSKA0_000002_000012.mp4,baby_waking_up
train_256/baby_waking_up/0GnuyvLHS1I_000021_000031.mp4,baby_waking_up
train_256/baby_waking_up/0LJW2PARVHE_000029_000039.mp4,baby_waking_up
train_256/baby_waking_up/0LZDitUO1G8_000046_000056.mp4,baby_waking_up
train_256/baby_waking_up/0nq8BzkFTwA_000000_000010.mp4,baby_waking_up
train_256/baby_waking_up/0uiYRjbL-q4_000018_000028.mp4,baby_waking_up
train_256/baby_waking_up/0z5_sxU4DwU_000002_000012.mp4,baby_waking_up
train_256/baby_waking_up/17-I8As-9Vs_000029_000039.mp4,baby_waking_up
train_256/baby_waking_up/1A1uQf-Exsc_000004_000014.mp4,baby_waking_up
train_256/baby_waking_up/1fOqckitlCw_000055_000065.mp4,baby_waking_up
train_256/baby_waking_up/1kQ1atd9VAc_000000_000010.mp4,baby_waking_up
train_256/baby_waking_up/1o-bRV2nGyE_000003_000013.mp4,baby_waking_up
train_256/baby_waking_up/21qJz80kZs8_000023_000033.mp4,baby_waking_up
train_256/baby_waking_up/2WXYh6y0qmw_000146_000156.mp4,baby_waking_up
train_256/baby_waking_up/30j_wm5jjCg_000033_000043.mp4,baby_waking_up
train_256/baby_waking_up/35uGsgB9M8E_000095_000105.mp4,baby_waking_up
train_256/baby_waking_up/36EsHuXW5jc_000002_000012.mp4,baby_waking_up
train_256/baby_waking_up/38QWS2QcC5M_000001_000011.mp4,baby_waking_up
train_256/baby_waking_up/3NFoupYrTFQ_000053_000063.mp4,baby_waking_up
train_256/baking_cookies/07ILndvuKUc_000074_000084.mp4,baking_cookies
train_256/baking_cookies/09yxWl2Ek1M_000158_000168.mp4,baking_cookies
train_256/baking_cookies/0acHgv8A6U8_000107_000117.mp4,baking_cookies
